category;subcategory;text;priority;tags;answer_pattern
Частные клиенты;Банковские карточки;А если у меня карта ВТБ, но не «Мир», я смогу пользоваться?;средний;все клиенты;Данный сервис абсолютно бесплатный для всех клиентов — вам нужна только активная карта «Мир» ЗАО Банк ВТБ (Беларусь). При оплате покупок дополнительная комиссия также не взимается.
Частные клиенты;Банковские карточки;Будет ли списываться дополнительная комиссия при оплате покупок?;средний;все клиенты;Данный сервис абсолютно бесплатный для всех клиентов — вам нужна только активная карта «Мир» ЗАО Банк ВТБ (Беларусь). При оплате покупок дополнительная комиссия также не взимается.
Частные клиенты;Банковские карточки;Есть ли какая-то плата за транзакции?;средний;все клиенты;Данный сервис абсолютно бесплатный для всех клиентов — вам нужна только активная карта «Мир» ЗАО Банк ВТБ (Беларусь). При оплате покупок дополнительная комиссия также не взимается.
Частные клиенты;Банковские карточки;Можно ли пользоваться Mir Pay на Айфоне?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;Нужна ли в телефоне функция NFC для Mir Pay?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;Какая версия Android нужна, чтобы установить Mir Pay?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;Могу ли я оплачивать Mir Pay, если у меня не Android?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;Могу я использовать Mir Pay, если у меня Android 6?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;Если у меня телефон на Android, этого достаточно для Mir Pay?;средний;все клиенты;Mir Pay поддерживается только смартфонами на базе OC Android. Обязательными условиями являются поддержка технологии NFC и предустановленная версия ОС Android не ниже 7.0.
Частные клиенты;Банковские карточки;О чем эти рекомендации?;средний;все клиенты;"Можете ознакомиться с рекомендациями по данной ссылке.
https://www.nbrb.by/today/FinLiteracy/Consumer/recomend_card.pdf"
Частные клиенты;Банковские карточки;Где я могу ознакомиться с этими рекомендациями?;средний;все клиенты;"Можете ознакомиться с рекомендациями по данной ссылке.
https://www.nbrb.by/today/FinLiteracy/Consumer/recomend_card.pdf"
Частные клиенты;Банковские карточки;Кто подготовил эти рекомендации?;средний;все клиенты;"Можете ознакомиться с рекомендациями по данной ссылке.
https://www.nbrb.by/today/FinLiteracy/Consumer/recomend_card.pdf"
Частные клиенты;Банковские карточки;Эти рекомендации предназначены для частных лиц?;средний;все клиенты;"Можете ознакомиться с рекомендациями по данной ссылке.
https://www.nbrb.by/today/FinLiteracy/Consumer/recomend_card.pdf"
Частные клиенты;Банковские карточки;Для чего мне эти рекомендации?;средний;все клиенты;"Можете ознакомиться с рекомендациями по данной ссылке.
https://www.nbrb.by/today/FinLiteracy/Consumer/recomend_card.pdf"
Частные клиенты;Банковские карточки;Что мне нужно сделать, если я потеряю карточку?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Какими способами я могу заблокировать свою карточку?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Могу ли я заблокировать карточку через мобильное приложение?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Если у меня нет интернета, я смогу заблокировать карточку?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Какие номера телефонов используются для блокировки карточки?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Нужно ли мне знать полный номер карточки для USSD-блокировки?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Как быстро мне нужно заблокировать карточку после ее утери?;средний;все клиенты;"При утрате карточки банка «ВТБ (Беларусь)» рекомендуется незамедлительно заблокировать её любым доступным способом:
- через интернет-банк или М-банкинг;
- с помощью услуги «USSD-блокировка» (нужно отправить с номера мобильного телефона, предоставленного ранее в банк, USSD-команду 13021XXXX# вызов, где XXXX — последние четыре цифры номера карточки);
по телефонам: +375 17 309 15 15, +375 29 309 15 15, +375 33 309 15 15."
Частные клиенты;Банковские карточки;Как я могу поменять пин-код своей карты?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Смена пин-кода платная или бесплатная?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Могу ли я поменять пин-код через интернет-банк?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;А по телефону можно поменять пин-код?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Сколько будет стоить, если я позвоню в банк, чтобы поменять пин?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Где в интернет-банке найти, чтобы поменять пин-код?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Какой номер, чтобы позвонить и поменять пин?;средний;все клиенты;"Вы можете осуществить смену ПИН-кода карточки бесплатно в сервисе Интернет-банк/ М-банкинг. Необходимо в разделе ""Карточки"" выбрать карточку и перейти по ссылке ""Смена ПИН-кода"".

Также можно сменить ПИН-код, позвонив в банк по телефону: +375 (17/ 29/ 33) 3091515, в данном случае плата за смену ПИН-кода составит 3 рубля/ 2 доллара США либо евро/ 100 российских рублей."
Частные клиенты;Банковские карточки;Где я могу самостоятельно отключить СМС-информирование?;средний;все клиенты;"Отключить услугу SMS- информирование можно в сервисе ""Интернет-банк""/""М-банкинг"". Для этого необходимо в разделе ""Карточки"" выбрать карту, затем вкладку ""Сервисы"" и перейти по ссылке ""SMS-информирование"", в данном случае услуга бесплатная."
Частные клиенты;Банковские карточки;Платное ли отключение СМС-уведомлений через интернет-банк?;средний;все клиенты;"Отключить услугу SMS- информирование можно в сервисе ""Интернет-банк""/""М-банкинг"". Для этого необходимо в разделе ""Карточки"" выбрать карту, затем вкладку ""Сервисы"" и перейти по ссылке ""SMS-информирование"", в данном случае услуга бесплатная."
Частные клиенты;Банковские карточки;Какие шаги нужно выполнить, чтобы отключить СМС-оповещения в мобильном приложении?;средний;все клиенты;"Отключить услугу SMS- информирование можно в сервисе ""Интернет-банк""/""М-банкинг"". Для этого необходимо в разделе ""Карточки"" выбрать карту, затем вкладку ""Сервисы"" и перейти по ссылке ""SMS-информирование"", в данном случае услуга бесплатная."
Частные клиенты;Банковские карточки;Есть ли способ отключить СМС-информирование онлайн?;средний;все клиенты;"Отключить услугу SMS- информирование можно в сервисе ""Интернет-банк""/""М-банкинг"". Для этого необходимо в разделе ""Карточки"" выбрать карту, затем вкладку ""Сервисы"" и перейти по ссылке ""SMS-информирование"", в данном случае услуга бесплатная."
Частные клиенты;Банковские карточки;В каком разделе интернет-банка я могу найти функцию отключения СМС-информирования?;средний;все клиенты;"Отключить услугу SMS- информирование можно в сервисе ""Интернет-банк""/""М-банкинг"". Для этого необходимо в разделе ""Карточки"" выбрать карту, затем вкладку ""Сервисы"" и перейти по ссылке ""SMS-информирование"", в данном случае услуга бесплатная."
Частные клиенты;Банковские карточки;Могу ли я снять наличные рубли в ваших банкоматах с карты МИР?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Берет ли ваш банк комиссию за снятие денег с карты МИР?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Есть какие-то ограничения на сумму снятия наличных в месяц?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Обязательно ли иметь карту МИР для снятия наличных по этим условиям?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Нужно ли мне проверять информацию по комиссиям в моем банке-эмитенте?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;В какой валюте выдаются наличные?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Какой лимит на снятие наличных устанавливает ваш банк?;средний;все клиенты;Снять наличные средства можно в белорусских рублях в банкоматах ЗАО Банк ВТБ (Беларусь) по карточкам платежной системы МИР. Комиссия со стороны ЗАО Банк ВТБ (Беларусь) за снятие наличных не взимается, при этом установлен лимит по снятию наличных по одной карточке в размере до 50 (пятидесяти) базовых величин Республики Беларусь в месяц. Рекомендуем Вам также уточнить тарифы и ограничения, установленные банком-эмитентом Вашей карточки.
Частные клиенты;Банковские карточки;Сколько я заплачу за пополнение карты ВТБ (Беларусь) переводом с другой карты?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Будет ли какая-то комиссия, если я пополняю свою карту банковским переводом из другого банка?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Могу ли я вообще пополнить свою карточку ВТБ (Беларусь), находясь за границей?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Где я могу посмотреть актуальные тарифы на пополнение с помощью банковского перевода?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Какие существуют способы пополнить карту Банка ВТБ (Беларусь)?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Я могу перевести деньги с карты любого другого банка на свою карту ВТБ (Беларусь) без комиссии?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Считается ли российский банк банком-нерезидентом для пополнения моей карты?;средний;все клиенты;"Пополнить карточку, эмитированную ЗАО Банк ВТБ (Беларусь), можно следующими способами:

1) Посредством перевода с карты на карту. Комиссию за зачисление на счет Банк ВТБ (Беларусь) не взимает;

2) Оформить банковский перевод из банка-нерезидента. За зачисление денежных средств со счетов, открытых в иных банках, на Ваш счет, Банком ВТБ (Беларусь) взимается плата согласно Сборнику плат (Раздел 8, пункт 8.1.7.)."
Частные клиенты;Банковские карточки;Если я приду в отделение банка, могу ли я сразу получить карту?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;Если заказывать карту через интернет-банк, она будет именной?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;Сколько времени займет доставка именной карты, если я ее оформлю онлайн?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;Можно ли оформить виртуальную карту через мобильное приложение?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;В какой валюте я могу выпустить виртуальную карту?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;Как быстро можно оформить и начать пользоваться виртуальной картой?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Банковские карточки;Какой платежной системы будет виртуальная карта?;средний;все клиенты;"При обращении в офис Банка ВТБ (Беларусь), выдается карта мгновенного выпуска, сразу при обращении клиента.

При заказе  в интернет-банке / мобильном приложении VTB Online  карточка изготавливается именная (срок изготовления и доставки от 3-х дней).

Также в интернет-банке / мобильном приложении VTB Online  можно выпустить виртуальную  карточку  «Мир»  в  BYN ,  например карточку MORE (оформление  и выпуск займет не более 5 минут)."
Частные клиенты;Вклады и депозиты;Какие названия у ваших онлайн-вкладов?;высокий;новые клиенты;"Банк ВТБ (Беларусь) предлагает своим клиентам открытие безотзывных вкладов ""Мои условия онлайн"" и ""СуперСемь-онлайн"" в интернет-банке / мобильном приложении VTB Online. Для этого необходимо иметь текущий счет либо счет с карточкой, открытый в нашем банке. Валюта данного счета и валюта вклада должны совпадать."
Частные клиенты;Вклады и депозиты;В каком приложении или сервисе я могу оформить онлайн-вклад?;высокий;новые клиенты;"Банк ВТБ (Беларусь) предлагает своим клиентам открытие безотзывных вкладов ""Мои условия онлайн"" и ""СуперСемь-онлайн"" в интернет-банке / мобильном приложении VTB Online. Для этого необходимо иметь текущий счет либо счет с карточкой, открытый в нашем банке. Валюта данного счета и валюта вклада должны совпадать."
Частные клиенты;Вклады и депозиты;Что мне нужно иметь, чтобы открыть онлайн-вклад?;высокий;новые клиенты;"Банк ВТБ (Беларусь) предлагает своим клиентам открытие безотзывных вкладов ""Мои условия онлайн"" и ""СуперСемь-онлайн"" в интернет-банке / мобильном приложении VTB Online. Для этого необходимо иметь текущий счет либо счет с карточкой, открытый в нашем банке. Валюта данного счета и валюта вклада должны совпадать."
Частные клиенты;Вклады и депозиты;Важно ли, какая валюта у моего счета, чтобы открыть онлайн-вклад?;высокий;новые клиенты;"Банк ВТБ (Беларусь) предлагает своим клиентам открытие безотзывных вкладов ""Мои условия онлайн"" и ""СуперСемь-онлайн"" в интернет-банке / мобильном приложении VTB Online. Для этого необходимо иметь текущий счет либо счет с карточкой, открытый в нашем банке. Валюта данного счета и валюта вклада должны совпадать."
